Id,Property type,Property subtype,Bedroom number,Bathroom number,Habitable surface,Room number,Has basement,Has lift,Has garden,Garden surface,Toilet number,Has swimming pool,Has terrace,Terrace surface,Fireplace number,Region,Locality,Post code,Street,Number,Condition,Construction year,Facade number,Floor number,Buildable floor surface,Kitchen type,Land surface,Is furnished,Cadastral income,Price type,Price,Price additional value,Url
3815,HOUSE,HOUSE,5.0,2.0,300.0,,,,,,2.0,,1.0,,,Wallonie,NETHEN,1390,,,AS_NEW,2010.0,4.0,,0.0,INSTALLED,1000.0,,0.0,residential_sale,600000.0,,https://www.immoweb.be/en/classified/house/for-sale/nethen/1390/8864985?searchId=5f6f9adfc5058
3816,HOUSE,MANSION,6.0,2.0,350.0,,,,1.0,25.0,3.0,,1.0,8.0,,Flanders,Antwerp 1,2018,Oostenstraat,41,GOOD,1908.0,1.0,,,INSTALLED,130.0,0.0,850.0,residential_sale,650000.0,,https://www.immoweb.be/en/classified/mansion/for-sale/antwerp-1/2018/8922360?searchId=5f6f9adfc5058
3817,HOUSE,HOUSE,6.0,1.0,285.0,,1.0,0.0,1.0,30.0,2.0,0.0,,,2.0,Flanders,Antwerp,2018,Ferdinand Coosemansstraat,26,AS_NEW,1911.0,2.0,,0.0,HYPER_EQUIPPED,128.0,0.0,818.0,residential_sale,665000.0,,https://www.immoweb.be/en/classified/house/for-sale/antwerp/2018/8706826?searchId=5f6f9adfc5058
3818,HOUSE,HOUSE,6.0,1.0,285.0,,1.0,0.0,1.0,30.0,2.0,0.0,,,2.0,Flanders,Berchem,2600,Ferdinand Coosemansstraat,26,AS_NEW,1911.0,2.0,,0.0,HYPER_EQUIPPED,128.0,0.0,818.0,residential_sale,665000.0,,https://www.immoweb.be/en/classified/house/for-sale/berchem/2600/8706825?searchId=5f6f9adfc5058
3819,HOUSE,VILLA,4.0,1.0,470.0,,,0.0,1.0,3410.0,3.0,0.0,,,,Flanders,Neerpelt,3910,Tisselrietweg,3,GOOD,1982.0,4.0,,0.0,INSTALLED,3410.0,0.0,2669.0,residential_sale,679000.0,,https://www.immoweb.be/en/classified/villa/for-sale/neerpelt/3910/8153926?searchId=5f6f9adfc5058
3820,HOUSE,HOUSE,4.0,2.0,280.0,,1.0,,1.0,1100.0,3.0,,1.0,80.0,,Wallonie,Huy,4500,,,JUST_RENOVATED,,4.0,,0.0,INSTALLED,1618.0,,602.0,residential_sale,690000.0,,https://www.immoweb.be/en/classified/house/for-sale/huy/4500/8851965?searchId=5f6f9adfc5058
3821,HOUSE,HOUSE,4.0,3.0,351.0,15.0,,0.0,,,4.0,0.0,,,,Wallonie,Lasne,1380,,,TO_BE_DONE_UP,,3.0,,0.0,,700.0,0.0,1918.0,residential_sale,695000.0,,https://www.immoweb.be/en/classified/house/for-sale/lasne/1380/8728827?searchId=5f6f9adfc5058
3822,HOUSE,MIXED_USE_BUILDING,5.0,3.0,180.0,,1.0,0.0,,,4.0,,,,,Flanders,Gent,9000,Tolhuislaan,185,TO_BE_DONE_UP,,2.0,,71.0,USA_INSTALLED,71.0,0.0,0.0,residential_sale,695000.0,,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/gent/9000/8597526?searchId=5f6f9adfc5058
3823,HOUSE,HOUSE,4.0,2.0,250.0,,,,,,2.0,,1.0,,,Wallonie,Bonlez,1325,,,AS_NEW,1960.0,4.0,,0.0,HYPER_EQUIPPED,1222.0,0.0,0.0,residential_sale,699000.0,,https://www.immoweb.be/en/classified/house/for-sale/bonlez/1325/8850289?searchId=5f6f9adfc5058
3824,HOUSE,HOUSE,9.0,2.0,550.0,,1.0,,1.0,800.0,5.0,,,,1.0,Wallonie,Arlon,6700,rue de Neufchâteau,44,TO_BE_DONE_UP,1973.0,2.0,,,NOT_INSTALLED,1100.0,,2850.0,residential_sale,720000.0,,https://www.immoweb.be/en/classified/house/for-sale/arlon/6700/8829873?searchId=5f6f9adfc5058
3825,HOUSE,VILLA,5.0,,313.0,,,,,,3.0,1.0,1.0,50.0,1.0,Wallonie,Lasne,1380,,,AS_NEW,1982.0,4.0,,0.0,,2210.0,,5243.0,residential_sale,750000.0,,https://www.immoweb.be/en/classified/villa/for-sale/lasne/1380/8599229?searchId=5f6f9adfc5058
3826,HOUSE,VILLA,3.0,2.0,313.0,,1.0,0.0,1.0,,2.0,1.0,1.0,32.0,,Flanders,Zottegem,9620,Puttestraat,5,,1970.0,4.0,,435.0,,3885.0,,1586.0,residential_sale,769000.0,,https://www.immoweb.be/en/classified/villa/for-sale/zottegem/9620/8903343?searchId=5f6f9adfc5058
3827,HOUSE,HOUSE,3.0,1.0,295.0,,1.0,,1.0,,2.0,,1.0,6.0,,Flanders,Herentals,2200,,,GOOD,,4.0,,0.0,HYPER_EQUIPPED,10388.0,,0.0,residential_sale,835000.0,,https://www.immoweb.be/en/classified/house/for-sale/herentals/2200/8632251?searchId=5f6f9adfc5058
3828,HOUSE,HOUSE,2.0,2.0,282.0,,,0.0,,,,0.0,1.0,20.0,,Flanders,Antwerp,2018,,,AS_NEW,,2.0,,0.0,INSTALLED,10.0,0.0,0.0,residential_sale,875000.0,,https://www.immoweb.be/en/classified/house/for-sale/antwerp/2018/8378010?searchId=5f6f9adfc5058
3829,HOUSE,VILLA,5.0,1.0,500.0,,1.0,0.0,,,3.0,0.0,1.0,,,Flanders,Deurle,9831,Oude Vierschaarstraat,"3,",GOOD,1977.0,4.0,,0.0,,2231.0,0.0,4382.0,residential_sale,875000.0,,https://www.immoweb.be/en/classified/villa/for-sale/deurle/9831/8435989?searchId=5f6f9adfc5058
3830,HOUSE,EXCEPTIONAL_PROPERTY,4.0,2.0,525.0,,1.0,1.0,1.0,70.0,3.0,0.0,1.0,25.0,,Brussels,Anderlecht,1070,,,AS_NEW,,2.0,,0.0,USA_HYPER_EQUIPPED,303.0,0.0,3569.0,residential_sale,900000.0,,https://www.immoweb.be/en/classified/exceptional-property/for-sale/anderlecht/1070/8321226?searchId=5f6f9adfc5058
3831,HOUSE,VILLA,4.0,2.0,350.0,,1.0,0.0,1.0,,,0.0,1.0,25.0,,Flanders,Bornem,2880,Buitenland,"38,",GOOD,1898.0,4.0,,0.0,INSTALLED,1136.0,0.0,1081.0,residential_sale,928000.0,,https://www.immoweb.be/en/classified/villa/for-sale/bornem/2880/8880729?searchId=5f6f9adfc5058
3832,HOUSE,VILLA,4.0,,350.0,,1.0,0.0,1.0,1900.0,3.0,0.0,1.0,50.0,,Flanders,Rhode-Saint-Genèse,1640,Grote Hutsesteenweg - Chaussée De La Grande Espinette,151b,GOOD,,,,0.0,INSTALLED,2000.0,0.0,0.0,residential_sale,949000.0,,https://www.immoweb.be/en/classified/villa/for-sale/rhode-saint-genese/1640/8773900?searchId=5f6f9adfc5058
3833,HOUSE,MANSION,6.0,1.0,420.0,,1.0,0.0,,,4.0,0.0,1.0,80.0,,Flanders,Oostende,8400,Luikstraat,"10,",GOOD,1929.0,,,132.0,INSTALLED,132.0,0.0,2231.0,residential_sale,975000.0,,https://www.immoweb.be/en/classified/mansion/for-sale/oostende/8400/8843744?searchId=5f6f9adfc5058
3834,HOUSE,HOUSE,4.0,2.0,480.0,,,0.0,1.0,,5.0,0.0,1.0,,,Flanders,Kruisem,9770,Gaversstraat,22,AS_NEW,,4.0,,600.0,,0.0,0.0,0.0,residential_sale,988000.0,,https://www.immoweb.be/en/classified/house/for-sale/kruisem/9770/8836158?searchId=5f6f9adfc5058
3835,HOUSE,VILLA,4.0,2.0,480.0,,,0.0,1.0,,5.0,0.0,1.0,,,Flanders,Kruisem,9770,Gaversstraat,22,AS_NEW,,4.0,,600.0,,0.0,0.0,0.0,residential_sale,988000.0,,https://www.immoweb.be/en/classified/villa/for-sale/kruisem/9770/8836157?searchId=5f6f9adfc5058
3836,HOUSE,COUNTRY_COTTAGE,4.0,2.0,480.0,,,0.0,1.0,,5.0,0.0,1.0,,,Flanders,Kruisem,9770,Gaversstraat,22,AS_NEW,,4.0,,600.0,,0.0,0.0,0.0,residential_sale,988000.0,,https://www.immoweb.be/en/classified/country-cottage/for-sale/kruisem/9770/8836156?searchId=5f6f9adfc5058
3837,HOUSE,HOUSE,4.0,2.0,267.0,,1.0,,,,2.0,,1.0,28.0,,Flanders,Sint-Niklaas Belsele,9111,Schoonhoudtstraat,22,JUST_RENOVATED,1958.0,4.0,,0.0,HYPER_EQUIPPED,16191.0,0.0,0.0,residential_sale,995000.0,,https://www.immoweb.be/en/classified/house/for-sale/sint-niklaas-belsele/9111/8824457?searchId=5f6f9adfc5058
3838,HOUSE,VILLA,4.0,2.0,360.0,,,,1.0,1000.0,3.0,1.0,1.0,100.0,1.0,Flanders,Schoten,2900,Valkenlaan,6,AS_NEW,1973.0,2.0,,,HYPER_EQUIPPED,2019.0,,3093.0,residential_sale,996000.0,,https://www.immoweb.be/en/classified/villa/for-sale/schoten/2900/8802801?searchId=5f6f9adfc5058
3839,HOUSE,EXCEPTIONAL_PROPERTY,6.0,3.0,420.0,,1.0,,,,,,,,1.0,Wallonie,Enghien,7850,,,GOOD,1880.0,4.0,,0.0,INSTALLED,8656.0,,2936.0,residential_sale,1200000.0,,https://www.immoweb.be/en/classified/exceptional-property/for-sale/enghien/7850/8477546?searchId=5f6f9adfc5058
3840,HOUSE,HOUSE,6.0,3.0,380.0,,1.0,,1.0,650.0,4.0,,1.0,50.0,,Brussels,Woluwe-Saint-Pierre,1150,,,GOOD,1960.0,4.0,,0.0,USA_INSTALLED,800.0,,0.0,residential_sale,1325000.0,,https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-pierre/1150/8639451?searchId=5f6f9ae67c32c
3841,HOUSE,EXCEPTIONAL_PROPERTY,5.0,2.0,730.0,,1.0,,,,4.0,1.0,1.0,,1.0,Flanders,NEERIJSE,3040,,,GOOD,,4.0,,0.0,SEMI_EQUIPPED,103553.0,,2902.0,residential_sale,1450000.0,,https://www.immoweb.be/en/classified/exceptional-property/for-sale/neerijse/3040/8781224?searchId=5f6f9ae67c32c
3842,HOUSE,FARMHOUSE,4.0,2.0,271.0,,,,,,2.0,,,,,Wallonie,Clavier,4560,Route De Givet,49,GOOD,,4.0,,0.0,,110000.0,,0.0,residential_sale,1500000.0,,https://www.immoweb.be/en/classified/farmhouse/for-sale/clavier/4560/8007609?searchId=5f6f9ae67c32c
3843,HOUSE,EXCEPTIONAL_PROPERTY,6.0,2.0,750.0,,1.0,,,,,,1.0,,,Wallonie,Tongre-notre-Dame,7951,,,GOOD,,4.0,,0.0,INSTALLED,39000.0,,1550.0,residential_sale,1600000.0,,https://www.immoweb.be/en/classified/exceptional-property/for-sale/tongre-notre-dame/7951/8862322?searchId=5f6f9ae67c32c
3844,HOUSE,MANSION,6.0,2.0,325.0,,1.0,0.0,1.0,,,,1.0,,,Brussels,Ixelles,1050,,,TO_RENOVATE,1914.0,,,0.0,,222.0,,0.0,residential_sale,1650000.0,,https://www.immoweb.be/en/classified/mansion/for-sale/ixelles/1050/8650149?searchId=5f6f9ae67c32c
3845,HOUSE,VILLA,3.0,2.0,300.0,5.0,1.0,0.0,,,3.0,1.0,1.0,180.0,,Wallonie,Rixensart Genval,1332,,,GOOD,,4.0,,0.0,SEMI_EQUIPPED,7190.0,0.0,4861.0,residential_sale,1650000.0,,https://www.immoweb.be/en/classified/villa/for-sale/rixensart-genval/1332/5788023?searchId=5f6f9ae67c32c
3846,HOUSE,MANOR_HOUSE,3.0,2.0,550.0,,,0.0,,,,0.0,,,4.0,Flanders,Dudzele,8380,Dudzeelsesteenweg,646,,1968.0,,,0.0,,16666.0,,0.0,residential_sale,1650000.0,,https://www.immoweb.be/en/classified/manor-house/for-sale/dudzele/8380/8622137?searchId=5f6f9ae67c32c
3847,HOUSE,VILLA,5.0,2.0,598.0,6.0,1.0,0.0,1.0,,,,1.0,28.0,1.0,Brussels,Uccle,1180,,,AS_NEW,1995.0,4.0,,0.0,HYPER_EQUIPPED,1092.0,,0.0,residential_sale,1750000.0,,https://www.immoweb.be/en/classified/villa/for-sale/uccle/1180/7842864?searchId=5f6f9ae67c32c
3848,HOUSE,VILLA,4.0,,550.0,,1.0,0.0,,,3.0,1.0,1.0,,,Wallonie,Grez-Doiceau,1390,Vivier Hanquet,23,GOOD,,,,0.0,HYPER_EQUIPPED,6400.0,0.0,0.0,residential_sale,1900000.0,,https://www.immoweb.be/en/classified/villa/for-sale/grez-doiceau/1390/8628811?searchId=5f6f9ae67c32c
3849,HOUSE,VILLA,4.0,1.0,1150.0,,1.0,,1.0,2500.0,4.0,,1.0,300.0,1.0,Wallonie,Namur,5000,,,TO_BE_DONE_UP,,4.0,,0.0,SEMI_EQUIPPED,37112.0,,1500.0,residential_sale,1975000.0,,https://www.immoweb.be/en/classified/villa/for-sale/namur/5000/8294520?searchId=5f6f9ae67c32c
3850,HOUSE,CASTLE,4.0,1.0,1150.0,,1.0,,1.0,2500.0,4.0,,1.0,300.0,1.0,Wallonie,Thuin,6530,,,TO_BE_DONE_UP,,4.0,,0.0,SEMI_EQUIPPED,37112.0,,1500.0,residential_sale,1975000.0,,https://www.immoweb.be/en/classified/castle/for-sale/thuin/6530/8374033?searchId=5f6f9ae67c32c
3851,HOUSE,VILLA,4.0,1.0,1150.0,,1.0,,1.0,2500.0,4.0,,1.0,300.0,1.0,Wallonie,Thuin,6530,,,TO_BE_DONE_UP,,4.0,,0.0,SEMI_EQUIPPED,37112.0,,1500.0,residential_sale,1975000.0,,https://www.immoweb.be/en/classified/villa/for-sale/thuin/6530/8305132?searchId=5f6f9ae67c32c
3852,HOUSE,VILLA,4.0,1.0,1150.0,,1.0,,1.0,2500.0,4.0,,1.0,300.0,1.0,Wallonie,Mons,7000,,,TO_BE_DONE_UP,,4.0,,0.0,SEMI_EQUIPPED,37112.0,,1500.0,residential_sale,1975000.0,,https://www.immoweb.be/en/classified/villa/for-sale/mons/7000/8305131?searchId=5f6f9ae67c32c
3853,HOUSE,HOUSE,4.0,4.0,700.0,5.0,1.0,0.0,,,5.0,1.0,1.0,,,Brussels,Uccle,1180,,,AS_NEW,1960.0,4.0,,722.0,USA_HYPER_EQUIPPED,2700.0,,0.0,residential_sale,2990000.0,,https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/8036924?searchId=5f6f9ae67c32c
3854,HOUSE,HOUSE,2.0,1.0,102.0,,,,,,1.0,,,,,Flanders,Ronse,9600,Opgeëistenstraat,13,TO_RENOVATE,1918.0,2.0,,0.0,SEMI_EQUIPPED,95.0,,257.0,residential_sale,89500.0,,https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/8937017?searchId=5f6f9ae67c32c
3855,HOUSE,HOUSE,3.0,1.0,,,,0.0,,,,,1.0,,,Wallonie,Houffalize,6662,Tavigny,24 b,,,4.0,,0.0,,406.0,,280.0,residential_sale,99000.0,,https://www.immoweb.be/en/classified/house/for-sale/houffalize/6662/8224522?searchId=5f6f9ae67c32c
3856,HOUSE,HOUSE,3.0,1.0,105.0,,,,1.0,,,,1.0,,,Flanders,Ronse,9600,Barasteegje,15,GOOD,,2.0,,0.0,SEMI_EQUIPPED,80.0,,320.0,residential_sale,145000.0,,https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/8954076?searchId=5f6f9ae67c32c
3857,HOUSE,HOUSE,2.0,1.0,115.0,,1.0,,,,2.0,,1.0,,,Flanders,Turnhout,2300,Spoorwegstraat,89,,1936.0,2.0,,0.0,,130.0,0.0,399.0,residential_sale,149000.0,,https://www.immoweb.be/en/classified/house/for-sale/turnhout/2300/8628082?searchId=5f6f9ae67c32c
3858,HOUSE,HOUSE,3.0,1.0,118.0,,,0.0,,,,0.0,1.0,,,Flanders,Izegem,8870,Stuivenbergstraat,53,GOOD,,3.0,,0.0,INSTALLED,82.0,0.0,267.0,residential_sale,165000.0,,https://www.immoweb.be/en/classified/house/for-sale/izegem/8870/8939335?searchId=5f6f9ae67c32c
3859,HOUSE,HOUSE,3.0,1.0,,,1.0,0.0,,,,,1.0,,,Wallonie,Bastogne,6600,Rue de la chapelle,64,,,3.0,,0.0,,147.0,,738.0,residential_sale,174000.0,,https://www.immoweb.be/en/classified/house/for-sale/bastogne/6600/8878653?searchId=5f6f9ae67c32c
3860,HOUSE,HOUSE,4.0,1.0,180.0,,1.0,,,,1.0,,1.0,,,Flanders,Lede,9340,Barrevoetsehoek,33,TO_RENOVATE,,2.0,,0.0,,126.0,0.0,500.0,residential_sale,175000.0,,https://www.immoweb.be/en/classified/house/for-sale/lede/9340/8865251?searchId=5f6f9ae67c32c
3861,HOUSE,HOUSE,3.0,1.0,119.0,,,,,,1.0,,1.0,,,Flanders,Oostende,8400,Leeuwenrikenstraat,62,TO_RENOVATE,,2.0,,0.0,INSTALLED,128.0,0.0,743.0,residential_sale,180000.0,,https://www.immoweb.be/en/classified/house/for-sale/oostende/8400/8945426?searchId=5f6f9ae67c32c
3862,HOUSE,HOUSE,3.0,1.0,156.0,,1.0,,1.0,,2.0,,,,,Flanders,Izegem,8870,Krekelmotestraat,48,TO_BE_DONE_UP,1955.0,2.0,,0.0,,185.0,,421.0,residential_sale,185000.0,,https://www.immoweb.be/en/classified/house/for-sale/izegem/8870/8937003?searchId=5f6f9ae67c32c
3863,HOUSE,HOUSE,3.0,1.0,100.0,,,,1.0,,2.0,,1.0,40.0,,Wallonie,Le Roeulx,7070,,,AS_NEW,2013.0,3.0,,,HYPER_EQUIPPED,300.0,,411.0,residential_sale,215000.0,,https://www.immoweb.be/en/classified/house/for-sale/le-roeulx/7070/8936978?searchId=5f6f9ae67c32c
3864,HOUSE,HOUSE,2.0,1.0,190.0,,1.0,,1.0,21.0,2.0,,,,,Wallonie,Mons,7000,Rue du Gaillardmont,28,GOOD,,2.0,,,,110.0,,462.0,residential_sale,220000.0,,https://www.immoweb.be/en/classified/house/for-sale/mons/7000/8947704?searchId=5f6f9ae67c32c
3865,HOUSE,HOUSE,3.0,1.0,180.0,,1.0,,,,2.0,,1.0,,,Flanders,OOIGEM,8710,Peter Benoitstraat,42,GOOD,,3.0,,0.0,INSTALLED,222.0,,0.0,residential_sale,228000.0,,https://www.immoweb.be/en/classified/house/for-sale/ooigem/8710/8917660?searchId=5f6f9ae67c32c
3866,HOUSE,HOUSE,3.0,1.0,180.0,,1.0,,,,2.0,,1.0,,,Flanders,OOIGEM,8710,Peter Benoitstraat,42,GOOD,,3.0,,0.0,INSTALLED,222.0,,0.0,residential_sale,228000.0,,https://www.immoweb.be/en/classified/house/for-sale/ooigem/8710/8917659?searchId=5f6f9ae67c32c
3867,HOUSE,HOUSE,3.0,1.0,94.0,,,,,,1.0,,,,,Flanders,Niel,2845,hamelstraat,6,GOOD,,2.0,,,INSTALLED,94.0,,366.0,residential_sale,235000.0,,https://www.immoweb.be/en/classified/house/for-sale/niel/2845/8929242?searchId=5f6f9ae67c32c
3868,HOUSE,HOUSE,4.0,1.0,175.0,,1.0,,,,1.0,,1.0,,,Flanders,Turnhout,2300,Maasstraat,20,,1956.0,2.0,,0.0,,198.0,0.0,520.0,residential_sale,259000.0,,https://www.immoweb.be/en/classified/house/for-sale/turnhout/2300/8745266?searchId=5f6f9ae67c32c
3869,HOUSE,HOUSE,2.0,1.0,145.0,,1.0,,1.0,,2.0,,1.0,22.0,,Wallonie,Braine-l'Alleud,1420,,,GOOD,1950.0,2.0,,0.0,INSTALLED,258.0,0.0,1925.0,residential_sale,270000.0,,https://www.immoweb.be/en/classified/house/for-sale/braine-lalleud/1420/8741124?searchId=5f6f9ae67c32c
3870,HOUSE,HOUSE,3.0,1.0,260.0,,1.0,,1.0,,2.0,,,,,Flanders,Izegem,8870,Karel de Goedelaan,36,TO_RENOVATE,1972.0,4.0,,0.0,,592.0,,820.0,residential_sale,280000.0,,https://www.immoweb.be/en/classified/house/for-sale/izegem/8870/8896863?searchId=5f6f9aed93dde
3871,HOUSE,HOUSE,4.0,1.0,174.0,,1.0,,1.0,250.0,,,,,,Wallonie,Arlon,6700,Avenue du Dixième de Ligne,24,TO_RENOVATE,1930.0,2.0,,0.0,NOT_INSTALLED,337.0,,951.0,residential_sale,285000.0,,https://www.immoweb.be/en/classified/house/for-sale/arlon/6700/8951182?searchId=5f6f9aed93dde
3872,HOUSE,HOUSE,3.0,1.0,212.0,,1.0,1.0,1.0,1200.0,2.0,,,,,Flanders,Wellen,3830,langenakker,69,,1966.0,4.0,,,INSTALLED,2115.0,,,residential_sale,299000.0,,https://www.immoweb.be/en/classified/house/for-sale/wellen/3830/8867809?searchId=5f6f9aed93dde
3873,HOUSE,HOUSE,3.0,,,,,0.0,1.0,,,0.0,,,,Flanders,Zingem,9750,Kouterstraat,11,TO_RENOVATE,1976.0,4.0,,149.0,,881.0,,733.0,residential_sale,299000.0,,https://www.immoweb.be/en/classified/house/for-sale/zingem/9750/8735197?searchId=5f6f9aed93dde
3874,HOUSE,HOUSE,6.0,1.0,200.0,,,,,,2.0,,,,,Flanders,Arendonk,2370,Grens,122,GOOD,1980.0,4.0,,0.0,INSTALLED,785.0,,0.0,residential_sale,305000.0,,https://www.immoweb.be/en/classified/house/for-sale/arendonk/2370/8932882?searchId=5f6f9aed93dde
3875,HOUSE,HOUSE,3.0,1.0,186.0,,1.0,0.0,,,,,1.0,16.0,,Flanders,Vilvoorde,1800,Franklin Rooseveltlaan,161,GOOD,1953.0,2.0,,0.0,,90.0,0.0,878.0,residential_sale,315000.0,,https://www.immoweb.be/en/classified/house/for-sale/vilvoorde/1800/8909534?searchId=5f6f9aed93dde
3876,HOUSE,HOUSE,3.0,1.0,266.0,,1.0,,1.0,272.0,1.0,,1.0,13.0,,Flanders,SINT-KATHERINA-LOMBEEK,1742,Dahlialaan,32,TO_BE_DONE_UP,1988.0,3.0,,0.0,INSTALLED,550.0,,1083.0,residential_sale,339000.0,,https://www.immoweb.be/en/classified/house/for-sale/sint-katherina-lombeek/1742/8953200?searchId=5f6f9aed93dde
3877,HOUSE,HOUSE,4.0,1.0,197.0,,,0.0,,,2.0,0.0,1.0,,,Flanders,Sint-Kruis,8310,Karel van Manderstraat,"222,",GOOD,1953.0,2.0,,0.0,INSTALLED,172.0,0.0,594.0,residential_sale,345000.0,,https://www.immoweb.be/en/classified/house/for-sale/sint-kruis/8310/8907353?searchId=5f6f9aed93dde
3878,HOUSE,HOUSE,3.0,1.0,100.0,,1.0,,,,2.0,,,,,Brussels,Berchem-Ste-Agathe,1082,Rue Van Zande,110,AS_NEW,,2.0,,,INSTALLED,114.0,,1033.0,residential_sale,350000.0,,https://www.immoweb.be/en/classified/house/for-sale/berchem-ste-agathe/1082/8833793?searchId=5f6f9aed93dde
3879,HOUSE,HOUSE,3.0,1.0,134.0,,1.0,0.0,,,,,1.0,4.0,,Brussels,Schaerbeek,1030,Rue Henry Chome,26,TO_BE_DONE_UP,1918.0,2.0,,0.0,,141.0,0.0,1189.0,residential_sale,375000.0,,https://www.immoweb.be/en/classified/house/for-sale/schaerbeek/1030/8952243?searchId=5f6f9aed93dde
3880,HOUSE,HOUSE,3.0,,145.0,,,,,,,,1.0,,,Brussels,Watermael-Boitsfort,1170,Clos des Chênes,10A,TO_BE_DONE_UP,1955.0,3.0,,0.0,,210.0,,1975.0,first_session_with_reserve_price,425000.0,,https://www.immoweb.be/en/classified/house/for-sale/watermael-boitsfort/1170/8928336?searchId=5f6f9aed93dde
3881,HOUSE,MANSION,6.0,5.0,274.0,,1.0,,,,5.0,,1.0,56.0,,Wallonie,Liège,4000,trappe,24,GOOD,,2.0,,,INSTALLED,58.0,0.0,,residential_sale,499500.0,,https://www.immoweb.be/en/classified/mansion/for-sale/liege/4000/8384135?searchId=5f6f9aed93dde
3882,HOUSE,HOUSE,6.0,1.0,460.0,,,,1.0,1500.0,2.0,,1.0,,,Flanders,Alken,3570,Hameestraat,29,TO_BE_DONE_UP,1958.0,4.0,,,SEMI_EQUIPPED,2045.0,,,residential_sale,500000.0,,https://www.immoweb.be/en/classified/house/for-sale/alken/3570/8241599?searchId=5f6f9aed93dde
3883,HOUSE,HOUSE,3.0,1.0,491.0,,,,,,,,,,,Flanders,KNOKKE,8300,Jonckheerestraat,5,GOOD,1990.0,3.0,,0.0,INSTALLED,491.0,,704.0,residential_sale,529000.0,,https://www.immoweb.be/en/classified/house/for-sale/knokke/8300/8929493?searchId=5f6f9aed93dde
3884,HOUSE,HOUSE,6.0,2.0,750.0,,1.0,1.0,1.0,,4.0,,1.0,,,Wallonie,Lessines,7860,Chaussée Victor Lampe,102,GOOD,1956.0,4.0,,0.0,SEMI_EQUIPPED,29500.0,,2002.0,residential_sale,895000.0,,https://www.immoweb.be/en/classified/house/for-sale/lessines/7860/8913555?searchId=5f6f9aed93dde
3885,HOUSE,HOUSE,4.0,4.0,160.0,,,0.0,1.0,154.0,5.0,0.0,1.0,,,Flanders,Knokke-Heist Knokke,8300,Graaf Jansdijk,260,AS_NEW,,2.0,,0.0,INSTALLED,154.0,0.0,0.0,residential_sale,972000.0,,https://www.immoweb.be/en/classified/house/for-sale/knokke-heist-knokke/8300/8880188?searchId=5f6f9aed93dde
3886,HOUSE,COUNTRY_COTTAGE,5.0,2.0,1168.0,,,,,,3.0,,,,1.0,Flanders,Meer,2321,,,AS_NEW,1900.0,4.0,,,INSTALLED,6400.0,,,residential_sale,1100000.0,,https://www.immoweb.be/en/classified/country-cottage/for-sale/meer/2321/8920618?searchId=5f6f9aed93dde
3887,HOUSE,VILLA,6.0,5.0,450.0,,,0.0,,,,,1.0,,,Flanders,St-Genesius-Rode,1640,,,GOOD,,4.0,,0.0,,2340.0,,6039.0,residential_sale,1395000.0,,https://www.immoweb.be/en/classified/villa/for-sale/st-genesius-rode/1640/8782280?searchId=5f6f9aed93dde
3888,HOUSE,VILLA,4.0,3.0,217.0,,,0.0,1.0,661.0,4.0,0.0,1.0,,,Flanders,Knokke-Heist,8300,Bronlaan,71,AS_NEW,1970.0,3.0,,0.0,HYPER_EQUIPPED,661.0,,0.0,residential_sale,2490000.0,,https://www.immoweb.be/en/classified/villa/for-sale/knokke-heist/8300/8933738?searchId=5f6f9aed93dde
3889,HOUSE,CASTLE,10.0,3.0,667.0,,1.0,,1.0,40731.0,6.0,,,,1.0,Flanders,Mechelen,2800,Lakenmakersstraat,4,TO_RENOVATE,1870.0,4.0,,0.0,,41412.0,,2604.0,residential_sale,2500000.0,,https://www.immoweb.be/en/classified/castle/for-sale/mechelen/2800/8952363?searchId=5f6f9aed93dde
3890,HOUSE,VILLA,5.0,5.0,426.0,,1.0,1.0,,,4.0,0.0,1.0,,,Flanders,Knokke-Heist,8300,Cottagepad,11,AS_NEW,2013.0,4.0,,0.0,HYPER_EQUIPPED,544.0,0.0,0.0,residential_sale,3600000.0,,https://www.immoweb.be/en/classified/villa/for-sale/knokke-heist/8300/8649284?searchId=5f6f9aed93dde
3891,HOUSE,VILLA,4.0,4.0,900.0,,,1.0,,,,1.0,1.0,,,Flanders,Rhode-Saint-Genese,1640,,,GOOD,,4.0,,1100.0,USA_INSTALLED,3654.0,,0.0,residential_sale,3990000.0,,https://www.immoweb.be/en/classified/villa/for-sale/rhode-saint-genese/1640/8787500?searchId=5f6f9aed93dde
3892,HOUSE,HOUSE,4.0,1.0,175.0,,1.0,,1.0,280.0,2.0,,1.0,26.0,,Wallonie,Montegnée,4420,Chaussée Jean-Jacques Knaepen,245,JUST_RENOVATED,,2.0,,,HYPER_EQUIPPED,390.0,,679.0,residential_sale,248000.0,,https://www.immoweb.be/en/classified/house/for-sale/montegnee/4420/8925016?searchId=5f6f9aed93dde
